Entity,Code,Year,Cumulative CO2 emissions from coal
Russia,RUS,1909,644144451
Russia,RUS,1910,686571655
Russia,RUS,1911,732069519
Russia,RUS,1912,785421688
Russia,RUS,1913,845228159
Russia,RUS,1914,897084732
Russia,RUS,1915,941892574
Russia,RUS,1916,989590202
Russia,RUS,1917,1034098257
Russia,RUS,1918,1051453597
Russia,RUS,1919,1063859191
Russia,RUS,1920,1075446488
Russia,RUS,1921,1088805162
Russia,RUS,1922,1105063156
Russia,RUS,1923,1122879566
Russia,RUS,1924,1145537979
Russia,RUS,1925,1167023814
Russia,RUS,1926,1200998270
Russia,RUS,1927,1243807249
Russia,RUS,1928,1292863100
Russia,RUS,1929,1343280008
Russia,RUS,1930,1402822686
Russia,RUS,1931,1473982784
Russia,RUS,1932,1561752053
Russia,RUS,1933,1664364329
Russia,RUS,1934,1791355178
Russia,RUS,1935,1938421394
Russia,RUS,1936,2109435394
Russia,RUS,1937,2283174532
Russia,RUS,1938,2466406360
Russia,RUS,1939,2652262268
Russia,RUS,1940,2884569345
Russia,RUS,1941,3082520255
Russia,RUS,1942,3166138638
Russia,RUS,1943,3262353939
Russia,RUS,1944,3406476186
Russia,RUS,1945,3592552990
Russia,RUS,1946,3800341188
Russia,RUS,1947,4049810215
Russia,RUS,1948,4312167967
Russia,RUS,1949,4609170844
Russia,RUS,1950,4938643512
Russia,RUS,1951,5295793057
Russia,RUS,1952,5673906530
Russia,RUS,1953,6069440720
Russia,RUS,1954,6499251937
Russia,RUS,1955,6982208613
Russia,RUS,1956,7500484233
Russia,RUS,1957,8054423415
Russia,RUS,1958,8625971120
Russia,RUS,1959,9209908345
Russia,RUS,1960,9795064629
Russia,RUS,1961,10370028586
Russia,RUS,1962,10941023564
Russia,RUS,1963,11533028621
Russia,RUS,1964,12142393026
Russia,RUS,1965,12772288626
Russia,RUS,1966,13423402965
Russia,RUS,1967,14079304262
Russia,RUS,1968,14727975436
Russia,RUS,1969,15385633670
Russia,RUS,1970,16088470593
Russia,RUS,1971,16804968763
Russia,RUS,1972,17543395024
Russia,RUS,1973,18289417267
Russia,RUS,1974,19036958140
Russia,RUS,1975,19806695482
Russia,RUS,1976,20596556542
Russia,RUS,1977,21398852391
Russia,RUS,1978,22196452853
Russia,RUS,1979,22994607693
Russia,RUS,1980,23835755835
Russia,RUS,1981,24597363620
Russia,RUS,1982,25369010607
Russia,RUS,1983,26134606328
Russia,RUS,1984,26894839798
Russia,RUS,1985,27760862531
Russia,RUS,1986,28654843085
Russia,RUS,1987,29555734274
Russia,RUS,1988,30471749430
Russia,RUS,1989,31354263390
Russia,RUS,1990,32105710064
Russia,RUS,1991,32808773191
Russia,RUS,1992,33328420022
Russia,RUS,1993,33834203518
Russia,RUS,1994,34287240052
Russia,RUS,1995,34764508608
Russia,RUS,1996,35240388740
Russia,RUS,1997,35650835825
Russia,RUS,1998,36049857169
Russia,RUS,1999,36455314260
Russia,RUS,2000,36880346352
Russia,RUS,2001,37323899231
Russia,RUS,2002,37745973629
Russia,RUS,2003,38169628557
Russia,RUS,2004,38583422049
Russia,RUS,2005,38998335343
Russia,RUS,2006,39432707022
Russia,RUS,2007,39852117638
Russia,RUS,2008,40300546056
Russia,RUS,2009,40716195669
Russia,RUS,2010,41131478058
Russia,RUS,2011,41557860529
Russia,RUS,2012,41999117149
Russia,RUS,2013,42402931479
Russia,RUS,2014,42795544449
Russia,RUS,2015,43208124412
Russia,RUS,2016,43608837137
Russia,RUS,2017,43992092938
Russia,RUS,2018,44387072048
Russia,RUS,2019,44775939726
Russia,RUS,2020,45132885241
Rwanda,RWA,1950,2107
Rwanda,RWA,1952,4343
Rwanda,RWA,1959,6831
Rwanda,RWA,1961,11647
Rwanda,RWA,2018,18975
Rwanda,RWA,2019,25187
Rwanda,RWA,2020,31645
Ryukyu Islands,,1957,3664
Ryukyu Islands,,1958,7328
Ryukyu Islands,,1959,10992
Ryukyu Islands,,1960,14616
Ryukyu Islands,,1962,18313
Ryukyu Islands,,1963,21977
Ryukyu Islands,,1964,25641
Ryukyu Islands,,1966,29305
Ryukyu Islands,,1967,32969
Ryukyu Islands,,1968,51289
Ryukyu Islands,,1970,54946
Ryukyu Islands,,1971,58606
Saint Pierre and Miquelon,SPM,1950,14656
Saint Pierre and Miquelon,SPM,1951,32976
Saint Pierre and Miquelon,SPM,1952,65952
Saint Pierre and Miquelon,SPM,1953,91600
Saint Pierre and Miquelon,SPM,1954,120912
Saint Pierre and Miquelon,SPM,1955,146560
Saint Pierre and Miquelon,SPM,1956,169643
Saint Pierre and Miquelon,SPM,1957,199871
Saint Pierre and Miquelon,SPM,1958,230099
Saint Pierre and Miquelon,SPM,1959,253182
Saint Pierre and Miquelon,SPM,1960,282494
Saint Pierre and Miquelon,SPM,1961,308142
Saint Pierre and Miquelon,SPM,1962,330126
Saint Pierre and Miquelon,SPM,1963,355774
Saint Pierre and Miquelon,SPM,1964,379590
Saint Pierre and Miquelon,SPM,1965,397910
Saint Pierre and Miquelon,SPM,1966,419894
Saint Pierre and Miquelon,SPM,1967,441878
Saint Pierre and Miquelon,SPM,1968,445908
Saint Pierre and Miquelon,SPM,1969,459098
Saint Pierre and Miquelon,SPM,1970,466426
Saint Pierre and Miquelon,SPM,1971,477418
Saint Pierre and Miquelon,SPM,1972,481082
Saint Pierre and Miquelon,SPM,1973,484746
Saint Pierre and Miquelon,SPM,1974,488410
Saint Pierre and Miquelon,SPM,1975,492074
Saint Pierre and Miquelon,SPM,1976,495476
Senegal,SEN,2002,271136
Senegal,SEN,2003,553057
Senegal,SEN,2004,923121
Senegal,SEN,2005,1293185
Senegal,SEN,2006,1740193
Senegal,SEN,2007,2447345
Senegal,SEN,2008,3044577
Senegal,SEN,2009,3784705
Senegal,SEN,2010,4458881
Senegal,SEN,2011,5400963
Senegal,SEN,2012,6218035
Senegal,SEN,2013,7031819
Senegal,SEN,2014,8131019
Senegal,SEN,2015,9281515
Senegal,SEN,2016,10486971
Senegal,SEN,2017,11926433
Senegal,SEN,2018,14187121
Senegal,SEN,2019,16323579
Senegal,SEN,2020,18253792
Serbia,SRB,1885,12803
Serbia,SRB,1890,51212
Serbia,SRB,1891,96022
Serbia,SRB,1892,145633
Serbia,SRB,1893,233653
Serbia,SRB,1894,401691
Serbia,SRB,1895,569729
Serbia,SRB,1896,756971
Serbia,SRB,1897,902604
Serbia,SRB,1898,1123454
Serbia,SRB,1899,1381112
Serbia,SRB,1900,1729991
Serbia,SRB,1901,2110877
Serbia,SRB,1902,2467758
Serbia,SRB,1903,2855046
Serbia,SRB,1904,3267939
Serbia,SRB,1905,3716040
Serbia,SRB,1906,4252161
Serbia,SRB,1907,4797884
Serbia,SRB,1908,5385217
Serbia,SRB,1909,5988554
Serbia,SRB,1910,6585489
Serbia,SRB,1911,7232035
Serbia,SRB,1912,7894585
Serbia,SRB,1913,9714197
Serbia,SRB,1919,11018492
Serbia,SRB,1920,12750084
Serbia,SRB,1921,14593701
Serbia,SRB,1922,17233618
Serbia,SRB,1923,20118127
Serbia,SRB,1924,23074988
Serbia,SRB,1925,26310612
Serbia,SRB,1926,29453293
Serbia,SRB,1927,33001151
Serbia,SRB,1928,36908685
Serbia,SRB,1929,41308133
Serbia,SRB,1930,45413538
Serbia,SRB,1931,49113383
Serbia,SRB,1932,52481253
Serbia,SRB,1933,55594178
Serbia,SRB,1934,58844061
Serbia,SRB,1935,62241298
Serbia,SRB,1936,65588309
Serbia,SRB,1937,69350847
Serbia,SRB,1938,72970859
Serbia,SRB,1939,76782702
Serbia,SRB,1940,81282304
Serbia,SRB,1945,83524080
Serbia,SRB,1946,87914625
Serbia,SRB,1947,93955741
Serbia,SRB,1948,100800006
Serbia,SRB,1949,108619234
Serbia,SRB,1950,115864940
Serbia,SRB,1951,122720467
Serbia,SRB,1952,129650832
Serbia,SRB,1953,136382526
Serbia,SRB,1954,144477098
Serbia,SRB,1955,153788998
Serbia,SRB,1956,164475977
Serbia,SRB,1957,175992325
Serbia,SRB,1958,187294973
Serbia,SRB,1959,200233434
Serbia,SRB,1960,214292582
Serbia,SRB,1961,229069224
Serbia,SRB,1962,244136464
Serbia,SRB,1963,260814539
Serbia,SRB,1964,279610566
Serbia,SRB,1965,298496373
Serbia,SRB,1966,316807671
Serbia,SRB,1967,334476470
Serbia,SRB,1968,352767077
Serbia,SRB,1969,371280058
Serbia,SRB,1970,395380893
Serbia,SRB,1971,421681548
Serbia,SRB,1972,446070487
Serbia,SRB,1973,472623046
Serbia,SRB,1974,499493400
Serbia,SRB,1975,528019529
Serbia,SRB,1976,556859040
Serbia,SRB,1977,584192710
Serbia,SRB,1978,613371905
Serbia,SRB,1979,644361747
Serbia,SRB,1980,674237903
Serbia,SRB,1981,711523816
Serbia,SRB,1982,744135249
Serbia,SRB,1983,780487098
Serbia,SRB,1984,819542602
Serbia,SRB,1985,859628422
Serbia,SRB,1986,900932647
Serbia,SRB,1987,940905206
Serbia,SRB,1988,981757046
Serbia,SRB,1989,1022731293
Serbia,SRB,1990,1063190753
Serbia,SRB,1991,1088659223
Serbia,SRB,1992,1121450114
Serbia,SRB,1993,1152037363
Serbia,SRB,1994,1183392246
Serbia,SRB,1995,1216093562
Serbia,SRB,1996,1248508490
Serbia,SRB,1997,1281605552
Serbia,SRB,1998,1318950256
Serbia,SRB,1999,1346470086
Serbia,SRB,2000,1381999720
Serbia,SRB,2001,1417699751
Serbia,SRB,2002,1455080302
Serbia,SRB,2003,1494928891
Serbia,SRB,2004,1536249456
Serbia,SRB,2005,1568148346
Serbia,SRB,2006,1608214186
Serbia,SRB,2007,1648203082
Serbia,SRB,2008,1683692586
Serbia,SRB,2009,1715162682
Serbia,SRB,2010,1745981766
Serbia,SRB,2011,1780258486
Serbia,SRB,2012,1810372902
Serbia,SRB,2013,1841659798
Serbia,SRB,2014,1866285542
Serbia,SRB,2015,1896851731
Serbia,SRB,2016,1927921317
Serbia,SRB,2017,1958940741
Serbia,SRB,2018,1988545861
Serbia,SRB,2019,2022957715
Serbia,SRB,2020,2051855533
Sierra Leone,SLE,1950,106256
Sierra Leone,SLE,1951,142896
Sierra Leone,SLE,1952,252816
Sierra Leone,SLE,1953,340752
Sierra Leone,SLE,1954,383464
Sierra Leone,SLE,1955,464072
Sierra Leone,SLE,1956,526360
Sierra Leone,SLE,1957,595976
Sierra Leone,SLE,1958,678023
Sierra Leone,SLE,1959,721315
Sierra Leone,SLE,1960,750627
Sierra Leone,SLE,1961,779939
Sierra Leone,SLE,1962,823907
Sierra Leone,SLE,1963,838563
Sierra Leone,SLE,1965,849555
Sierra Leone,SLE,2002,864211
Singapore,SGP,1950,757694
Singapore,SGP,1951,1621466
Singapore,SGP,1952,2440874
Singapore,SGP,1953,3100740
Singapore,SGP,1954,3625363
Singapore,SGP,1955,4133809
Singapore,SGP,1956,4610839
Singapore,SGP,1957,4738808
Singapore,SGP,1958,4790104
Singapore,SGP,1959,4826744
Singapore,SGP,1960,4837707
Singapore,SGP,1961,4845035
Singapore,SGP,1962,4874389
Singapore,SGP,1963,4896349
Singapore,SGP,1964,4918333
Singapore,SGP,1965,4929325
Singapore,SGP,1966,4944061
Singapore,SGP,1967,4951389
Singapore,SGP,1968,4973358
Singapore,SGP,1969,4980686
Singapore,SGP,1970,4991678
Singapore,SGP,1971,5006337
Singapore,SGP,1972,5017329
Singapore,SGP,1973,5031985
Singapore,SGP,1974,5050305
Singapore,SGP,1975,5053969
Singapore,SGP,1976,5064961
Singapore,SGP,1977,5079617
Singapore,SGP,1978,5094273
Singapore,SGP,1979,5097937
Singapore,SGP,1980,5108929
Singapore,SGP,1981,5127249
Singapore,SGP,1982,5134576
Singapore,SGP,1983,5145568
Singapore,SGP,1984,5167550
Singapore,SGP,1985,5211518
Singapore,SGP,1986,5237166
Singapore,SGP,1987,5277470
Singapore,SGP,1988,5325102
Singapore,SGP,1989,5369070
Singapore,SGP,1990,5446020
Singapore,SGP,1991,5489988
Singapore,SGP,1992,5555940
Singapore,SGP,1993,5629220
Singapore,SGP,1994,5717156
Singapore,SGP,1995,5757460
Singapore,SGP,2003,5790436
Singapore,SGP,2004,5830743
Singapore,SGP,2005,5841735
Singapore,SGP,2006,5856391
Singapore,SGP,2007,5882039
Singapore,SGP,2008,5900359
Singapore,SGP,2009,5915015
Singapore,SGP,2010,5940663
Singapore,SGP,2011,5966311
Singapore,SGP,2012,6068903
Singapore,SGP,2013,7204743
Singapore,SGP,2014,8879191
Singapore,SGP,2015,10630583
Singapore,SGP,2016,12462583
Singapore,SGP,2017,14525415
Singapore,SGP,2018,16610231
Singapore,SGP,2019,18609849
Singapore,SGP,2020,20661300
Slovakia,SVK,1860,65086
Slovakia,SVK,1861,279066
Slovakia,SVK,1862,642832
Slovakia,SVK,1863,1156384
Slovakia,SVK,1864,1819722
Slovakia,SVK,1865,2632845
Slovakia,SVK,1866,3595754
Slovakia,SVK,1867,4707558
Slovakia,SVK,1868,5969148
Slovakia,SVK,1869,7380523
Slovakia,SVK,1870,8941684
Slovakia,SVK,1871,10652631
Slovakia,SVK,1872,12512472
Slovakia,SVK,1873,14522099
Slovakia,SVK,1874,16681512
Slovakia,SVK,1875,18990711
Slovakia,SVK,1876,22982327
Slovakia,SVK,1877,27176332
Slovakia,SVK,1878,31572726
Slovakia,SVK,1879,36297223
Slovakia,SVK,1880,41302568
Slovakia,SVK,1881,46588762
Slovakia,SVK,1882,51994428
Slovakia,SVK,1883,57768318
Slovakia,SVK,1884,63732115
Slovakia,SVK,1885,69993700
Slovakia,SVK,1886,76576255
Slovakia,SVK,1887,83490479
Slovakia,SVK,1888,90901314
Slovakia,SVK,1889,98747242
Slovakia,SVK,1890,107137927
Slovakia,SVK,1891,115837099
Slovakia,SVK,1892,124668226
Slovakia,SVK,1893,133695501
Slovakia,SVK,1894,142949238
Slovakia,SVK,1895,152553367
Slovakia,SVK,1896,162393765
Slovakia,SVK,1897,172808342
Slovakia,SVK,1898,183455623
Slovakia,SVK,1899,194379294
Slovakia,SVK,1900,205223614
Slovakia,SVK,1901,216554738
Slovakia,SVK,1902,228037431
Slovakia,SVK,1903,239735887
Slovakia,SVK,1904,251548466
Slovakia,SVK,1905,263708762
Slovakia,SVK,1906,276407574
Slovakia,SVK,1907,289753675
Slovakia,SVK,1908,303345853
Slovakia,SVK,1909,316855114
Slovakia,SVK,1910,330223505
Slovakia,SVK,1911,343761297
Slovakia,SVK,1912,358165707
Slovakia,SVK,1913,373232563
Slovakia,SVK,1914,386965658
Slovakia,SVK,1915,400667125
Slovakia,SVK,1916,415249054
Slovakia,SVK,1917,428955545
Slovakia,SVK,1918,440641240
Slovakia,SVK,1919,451681851
Slovakia,SVK,1920,462628893
Slovakia,SVK,1921,473136485
Slovakia,SVK,1922,482508721
Slovakia,SVK,1923,492423782
Slovakia,SVK,1924,504596329
Slovakia,SVK,1925,516036715
Slovakia,SVK,1926,527639318
Slovakia,SVK,1927,540097739
Slovakia,SVK,1928,553218558
Slovakia,SVK,1929,567895690
Slovakia,SVK,1930,580504612
Slovakia,SVK,1931,592336363
Slovakia,SVK,1932,602639064
Slovakia,SVK,1933,612091260
Slovakia,SVK,1934,621513981
Slovakia,SVK,1935,631214524
Slovakia,SVK,1936,641752446
Slovakia,SVK,1937,654503657
Slovakia,SVK,1938,669463519
Slovakia,SVK,1939,685838387
Slovakia,SVK,1940,704308404
Slovakia,SVK,1941,722874643
Slovakia,SVK,1942,742903424
Slovakia,SVK,1943,765021693
Slovakia,SVK,1944,786188071
Slovakia,SVK,1945,797423225
Slovakia,SVK,1946,811188281
Slovakia,SVK,1947,826724467
Slovakia,SVK,1948,843480367
Slovakia,SVK,1949,861084975
Slovakia,SVK,1950,878539148
Slovakia,SVK,1951,897137138
Slovakia,SVK,1952,916909848
Slovakia,SVK,1953,937365361
Slovakia,SVK,1954,959082170
Slovakia,SVK,1955,981590090
Slovakia,SVK,1956,1005633277
Slovakia,SVK,1957,1029983911
Slovakia,SVK,1958,1056241495
Slovakia,SVK,1959,1081882294
Slovakia,SVK,1960,1108982450
Slovakia,SVK,1961,1138112191
Slovakia,SVK,1962,1168912825
Slovakia,SVK,1963,1201472125
Slovakia,SVK,1964,1234663140
Slovakia,SVK,1965,1266627768
Slovakia,SVK,1966,1297954817
Slovakia,SVK,1967,1327937654
Slovakia,SVK,1968,1359112069
Slovakia,SVK,1969,1391214209
Slovakia,SVK,1970,1427312630
Slovakia,SVK,1971,1464020248
Slovakia,SVK,1972,1499970753
Slovakia,SVK,1973,1534518951
Slovakia,SVK,1974,1568519229
Slovakia,SVK,1975,1603213586
Slovakia,SVK,1976,1638606215
Slovakia,SVK,1977,1673956386
Slovakia,SVK,1978,1710155340
Slovakia,SVK,1979,1744521198
Slovakia,SVK,1980,1778949629
Slovakia,SVK,1981,1813826353
Slovakia,SVK,1982,1848677977
Slovakia,SVK,1983,1884005584
Slovakia,SVK,1984,1919750817
Slovakia,SVK,1985,1954796266
Slovakia,SVK,1986,1990245855
Slovakia,SVK,1987,2024996088
Slovakia,SVK,1988,2059510146
Slovakia,SVK,1989,2091909591
Slovakia,SVK,1990,2125538320
Slovakia,SVK,1991,2154431732
Slovakia,SVK,1992,2180318210
Slovakia,SVK,1993,2205028656
Slovakia,SVK,1994,2227253395
Slovakia,SVK,1995,2248645520
Slovakia,SVK,1996,2269423228
Slovakia,SVK,1997,2289948211
Slovakia,SVK,1998,2309147514
Slovakia,SVK,1999,2327559360
Slovakia,SVK,2000,2345327045
Slovakia,SVK,2001,2363713250
Slovakia,SVK,2002,2381708080
Slovakia,SVK,2003,2400641831
Slovakia,SVK,2004,2419633036
Slovakia,SVK,2005,2437385270
Slovakia,SVK,2006,2456147176
Slovakia,SVK,2007,2473707932
Slovakia,SVK,2008,2490767394
Slovakia,SVK,2009,2506793902
Slovakia,SVK,2010,2522843951
Slovakia,SVK,2011,2539147293
Slovakia,SVK,2012,2553727259
Slovakia,SVK,2013,2568003323
Slovakia,SVK,2014,2582086873
Slovakia,SVK,2015,2596005284
Slovakia,SVK,2016,2609833833
Slovakia,SVK,2017,2624118207
Slovakia,SVK,2018,2638324548
Slovakia,SVK,2019,2650103013
Slovakia,SVK,2020,2658739351
Slovenia,SVN,1885,3652
Slovenia,SVN,1890,14607
Slovenia,SVN,1891,27388
Slovenia,SVN,1892,41539
Slovenia,SVN,1893,66645
Slovenia,SVN,1894,114575
Slovenia,SVN,1895,162505
Slovenia,SVN,1896,215912
Slovenia,SVN,1897,257451
Slovenia,SVN,1898,320444
Slovenia,SVN,1899,393936
Slovenia,SVN,1900,493447
Slovenia,SVN,1901,602087
Slovenia,SVN,1902,703880
Slovenia,SVN,1903,814346
Slovenia,SVN,1904,932116
Slovenia,SVN,1905,1059928
Slovenia,SVN,1906,1212846
Slovenia,SVN,1907,1368503
Slovenia,SVN,1908,1536028
Slovenia,SVN,1909,1708118
Slovenia,SVN,1910,1878382
Slovenia,SVN,1911,2062797
Slovenia,SVN,1912,2251776
Slovenia,SVN,1913,2770785
Slovenia,SVN,1919,3142810
Slovenia,SVN,1920,3636713
Slovenia,SVN,1921,4162569
Slovenia,SVN,1922,4869878
Slovenia,SVN,1923,5648131
Slovenia,SVN,1924,6445555
Slovenia,SVN,1925,7306881
Slovenia,SVN,1926,8135007
Slovenia,SVN,1927,9066567
Slovenia,SVN,1928,10052923
Slovenia,SVN,1929,11213794
Slovenia,SVN,1930,12262848
Slovenia,SVN,1931,13205021
Slovenia,SVN,1932,14042383
Slovenia,SVN,1933,14815644
Slovenia,SVN,1934,15631160
Slovenia,SVN,1935,16487360
Slovenia,SVN,1936,17316911
Slovenia,SVN,1937,18271012
Slovenia,SVN,1938,19259065
Slovenia,SVN,1939,20304659
Slovenia,SVN,1940,21587304
Slovenia,SVN,1945,22204777
Slovenia,SVN,1946,23406985
Slovenia,SVN,1947,25034308
Slovenia,SVN,1948,26890599
Slovenia,SVN,1949,29003364
Slovenia,SVN,1950,30733449
Slovenia,SVN,1951,32366267
Slovenia,SVN,1952,34070063
Slovenia,SVN,1953,35619398
Slovenia,SVN,1954,37516125
Slovenia,SVN,1955,39731919
Slovenia,SVN,1956,42286722
Slovenia,SVN,1957,44995316
Slovenia,SVN,1958,47624353
Slovenia,SVN,1959,50612990
Slovenia,SVN,1960,53805930
Slovenia,SVN,1961,57185309
Slovenia,SVN,1962,60572313
Slovenia,SVN,1963,64276667
Slovenia,SVN,1964,68392485
Slovenia,SVN,1965,72300867
Slovenia,SVN,1966,75897518
Slovenia,SVN,1967,79033990
Slovenia,SVN,1968,82098958
Slovenia,SVN,1969,85093100
Slovenia,SVN,1970,88945196
Slovenia,SVN,1971,93274020
Slovenia,SVN,1972,97331424
Slovenia,SVN,1973,101074774
Slovenia,SVN,1974,104935168
Slovenia,SVN,1975,109136144
Slovenia,SVN,1976,113267927
Slovenia,SVN,1977,117093434
Slovenia,SVN,1978,120930350
Slovenia,SVN,1979,124910975
Slovenia,SVN,1980,128774909
Slovenia,SVN,1981,134607060
Slovenia,SVN,1982,139461716
Slovenia,SVN,1983,145106836
Slovenia,SVN,1984,151432391
Slovenia,SVN,1985,157982176
Slovenia,SVN,1986,164571863
Slovenia,SVN,1987,171024417
Slovenia,SVN,1988,177482215
Slovenia,SVN,1989,184090150
Slovenia,SVN,1990,191217679
Slovenia,SVN,1991,197577211
Slovenia,SVN,1992,204395418
Slovenia,SVN,1993,210688697
Slovenia,SVN,1994,216653795
Slovenia,SVN,1995,222724108
Slovenia,SVN,1996,228314736
Slovenia,SVN,1997,234336431
Slovenia,SVN,1998,240517138
Slovenia,SVN,1999,246079703
Slovenia,SVN,2000,251898751
Slovenia,SVN,2001,258386613
Slovenia,SVN,2002,265284012
Slovenia,SVN,2003,271768238
Slovenia,SVN,2004,278454201
Slovenia,SVN,2005,285103372
Slovenia,SVN,2006,291800059
Slovenia,SVN,2007,298741309
Slovenia,SVN,2008,305421071
Slovenia,SVN,2009,311562236
Slovenia,SVN,2010,317845806
Slovenia,SVN,2011,324172334
Slovenia,SVN,2012,330164526
Slovenia,SVN,2013,335905135
Slovenia,SVN,2014,340410510
Slovenia,SVN,2015,345025848
Slovenia,SVN,2016,349989742
Slovenia,SVN,2017,354896450
Slovenia,SVN,2018,359688542
Slovenia,SVN,2019,364219001
Slovenia,SVN,2020,368713271
South Africa,ZAF,1884,21984
South Africa,ZAF,1885,58624
South Africa,ZAF,1886,106256
South Africa,ZAF,1887,153888
South Africa,ZAF,1888,234496
South Africa,ZAF,1889,366400
South Africa,ZAF,1890,663184
South Africa,ZAF,1891,959968
South Africa,ZAF,1892,1439952
South Africa,ZAF,1893,3238976
South Africa,ZAF,1894,5671872
South Africa,ZAF,1895,9009776
South Africa,ZAF,1896,13267344
South Africa,ZAF,1897,18045200
South Africa,ZAF,1898,24094464
South Africa,ZAF,1899,29612448
South Africa,ZAF,1900,31942752
South Africa,ZAF,1901,35852240
South Africa,ZAF,1902,41678000
South Africa,ZAF,1903,49460336
South Africa,ZAF,1904,58228288
South Africa,ZAF,1905,68256656
South Africa,ZAF,1906,79721312
South Africa,ZAF,1907,92373104
South Africa,ZAF,1908,105380304
South Africa,ZAF,1909,120355072
South Africa,ZAF,1910,137334048
South Africa,ZAF,1911,153675488
South Africa,ZAF,1912,171024528
South Africa,ZAF,1913,190007712
South Africa,ZAF,1914,208408320
South Africa,ZAF,1915,226918848
South Africa,ZAF,1916,248730640
South Africa,ZAF,1917,272070320
South Africa,ZAF,1918,294292480
South Africa,ZAF,1919,317430640
South Africa,ZAF,1920,343096960
South Africa,ZAF,1921,368510464
South Africa,ZAF,1922,390296608
South Africa,ZAF,1923,416739696
South Africa,ZAF,1924,444516480
South Africa,ZAF,1925,473469408
South Africa,ZAF,1926,503898928
South Africa,ZAF,1927,533460080
South Africa,ZAF,1928,563083520
South Africa,ZAF,1929,593674256
South Africa,ZAF,1930,622396352
South Africa,ZAF,1931,647963744
South Africa,ZAF,1932,671277776
South Africa,ZAF,1933,696456784
South Africa,ZAF,1934,725112901
South Africa,ZAF,1935,757008021
South Africa,ZAF,1936,791885637
South Africa,ZAF,1937,828287477
South Africa,ZAF,1938,866554293
South Africa,ZAF,1939,906242741
South Africa,ZAF,1940,947349157
South Africa,ZAF,1941,991243877
South Africa,ZAF,1942,1039198309
South Africa,ZAF,1943,1087508183
South Africa,ZAF,1944,1141522871
South Africa,ZAF,1945,1196871255
South Africa,ZAF,1946,1252333223
South Africa,ZAF,1947,1307549703
South Africa,ZAF,1948,1364000951
South Africa,ZAF,1949,1423914638
South Africa,ZAF,1950,1479086798
South Africa,ZAF,1951,1537615162
South Africa,ZAF,1952,1601518986
South Africa,ZAF,1953,1665404490
South Africa,ZAF,1954,1731459471
South Africa,ZAF,1955,1805611503
South Africa,ZAF,1956,1883138079
South Africa,ZAF,1957,1963482652
South Africa,ZAF,1958,2049194604
South Africa,ZAF,1959,2133715756
South Africa,ZAF,1960,2221153842
South Africa,ZAF,1961,2311625330
South Africa,ZAF,1962,2404888355
South Africa,ZAF,1963,2501492941
South Africa,ZAF,1964,2604044637
South Africa,ZAF,1965,2715144445
South Africa,ZAF,1966,2824191864
South Africa,ZAF,1967,2937098024
South Africa,ZAF,1968,3055572946
South Africa,ZAF,1969,3176283426
South Africa,ZAF,1970,3300177922
South Africa,ZAF,1971,3433602482
South Africa,ZAF,1972,3571464866
South Africa,ZAF,1973,3708706550
South Africa,ZAF,1974,3849052406
South Africa,ZAF,1975,3993524729
South Africa,ZAF,1976,4145283945
South Africa,ZAF,1977,4303880185
South Africa,ZAF,1978,4465418617
South Africa,ZAF,1979,4645397961
South Africa,ZAF,1980,4839458057
South Africa,ZAF,1981,5057604733
South Africa,ZAF,1982,5288359139
South Africa,ZAF,1983,5528182595
South Africa,ZAF,1984,5792957891
South Africa,ZAF,1985,6066486483
South Africa,ZAF,1986,6346781926
South Africa,ZAF,1987,6630760745
South Africa,ZAF,1988,6924426681
South Africa,ZAF,1989,7208379353
South Africa,ZAF,1990,7473477081
South Africa,ZAF,1991,7751189961
South Africa,ZAF,1992,8010857641
South Africa,ZAF,1993,8300581113
South Africa,ZAF,1994,8599782929
South Africa,ZAF,1995,8919313041
South Africa,ZAF,1996,9243423153
South Africa,ZAF,1997,9576718913
South Africa,ZAF,1998,9902540113
South Africa,ZAF,1999,10239287361
South Africa,ZAF,2000,10577170449
South Africa,ZAF,2001,10914863009
South Africa,ZAF,2002,11240391089
South Africa,ZAF,2003,11597835855
South Africa,ZAF,2004,11981921983
South Africa,ZAF,2005,12358639807
South Africa,ZAF,2006,12740656305
South Africa,ZAF,2007,13132828306
South Africa,ZAF,2008,13551128296
South Africa,ZAF,2009,13963801602
South Africa,ZAF,2010,14370721778
South Africa,ZAF,2011,14771204306
South Africa,ZAF,2012,15169217802
South Africa,ZAF,2013,15561540602
South Africa,ZAF,2014,15974766522
South Africa,ZAF,2015,16361223258
South Africa,ZAF,2016,16754033370
South Africa,ZAF,2017,17148671818
South Africa,ZAF,2018,17547977691
South Africa,ZAF,2019,17959983770
South Africa,ZAF,2020,18354029287
South America,,1887,1084544
South America,,1888,1974896
South America,,1889,3729952
South America,,1890,5100288
South America,,1891,6038272
South America,,1892,7423264
South America,,1893,8976800
South America,,1894,10970016
South America,,1895,13758320
South America,,1896,16597920
South America,,1897,19316608
South America,,1898,22431008
South America,,1899,26062032
South America,,1900,29110480
South America,,1901,35392408
South America,,1902,42672776
South America,,1903,50235272
South America,,1904,58779720
South America,,1905,67837128
South America,,1906,79950312
South America,,1907,92328709
South America,,1908,106822327
South America,,1909,119642670
South America,,1910,136361507
South America,,1911,154919667
South America,,1912,174170323
South America,,1913,194388254
South America,,1914,210664503
South America,,1915,224386057
South America,,1916,236458643
South America,,1917,245636963
